241220_232620-kakao: avg_Velocity: 23m/s, # of api call: 3, Is in allowance range? : True, -9.866666666666667
241221_044840-kakao: avg_Velocity: 2m/s, # of api call: 6, Is in allowance range? : True, -8.433333333333334
241221_044840-Tmap: avg_Velocity: 2m/s, # of api call: 5, Is in allowance range? : True, -12.183333333333334
241221_053555-kakao: avg_Velocity: 2m/s, # of api call: 5, Is in allowance range? : True, -8.683333333333334
241221_053555-Tmap: avg_Velocity: 2m/s, # of api call: 4, Is in allowance range? : True, -11.316666666666666
241221_054449-kakao: avg_Velocity: 21m/s, # of api call: 3, Is in allowance range? : True, -10.316666666666666
241221_054449-Tmap: avg_Velocity: 21m/s, # of api call: 3, Is in allowance range? : True, -11.25
241221_054453-kakao: avg_Velocity: 25m/s, # of api call: 6, Is in allowance range? : True, -11.483333333333333
241221_054453-Tmap: avg_Velocity: 25m/s, # of api call: 6, Is in allowance range? : True, -11.033333333333333
241221_055106-kakao: avg_Velocity: 1m/s, # of api call: 4, Is in allowance range? : True, -12.833333333333334
241221_055106-Tmap: avg_Velocity: 1m/s, # of api call: 4, Is in allowance range? : True, -11.1
241221_185354-kakao: avg_Velocity: 19m/s, # of api call: 3, Is in allowance range? : True, -9.216666666666667
241221_185354-Tmap: avg_Velocity: 19m/s, # of api call: 3, Is in allowance range? : True, -9.516666666666667
241221_185354-kakao: avg_Velocity: 6m/s, # of api call: 4, Is in allowance range? : True, -9.833333333333334
241221_185354-Tmap: avg_Velocity: 6m/s, # of api call: 4, Is in allowance range? : True, -7.95
241221_185349-kakao: avg_Velocity: 4m/s, # of api call: 4, Is in allowance range? : True, -11.566666666666666
241221_185349-Tmap: avg_Velocity: 4m/s, # of api call: 4, Is in allowance range? : True, -12.7
241221_185355-kakao: avg_Velocity: 12m/s, # of api call: 4, Is in allowance range? : True, -8.2
241221_185355-Tmap: avg_Velocity: 12m/s, # of api call: 4, Is in allowance range? : True, -8.066666666666666
241221_185354-kakao: avg_Velocity: 1m/s, # of api call: 5, Is in allowance range? : True, -10.583333333333334
241221_185354-Tmap: avg_Velocity: 1m/s, # of api call: 6, Is in allowance range? : True, -8.916666666666666
241221_194829-kakao: avg_Velocity: 16m/s, # of api call: 3, Is in allowance range? : True, -10.616666666666667
241221_194829-Tmap: avg_Velocity: 16m/s, # of api call: 3, Is in allowance range? : True, -10.516666666666667
241221_195829-kakao: avg_Velocity: 7m/s, # of api call: 3, Is in allowance range? : True, -12.716666666666667
241221_195829-Tmap: avg_Velocity: 7m/s, # of api call: 4, Is in allowance range? : True, -11.65
241221_200530-kakao: avg_Velocity: 14m/s, # of api call: 4, Is in allowance range? : True, -10.3
241221_200530-Tmap: avg_Velocity: 14m/s, # of api call: 4, Is in allowance range? : True, -11.15
241221_201342-kakao: avg_Velocity: 4m/s, # of api call: 3, Is in allowance range? : True, -8.983333333333333
241221_201342-Tmap: avg_Velocity: 4m/s, # of api call: 3, Is in allowance range? : True, -8.5
241221_201105-kakao: avg_Velocity: 10m/s, # of api call: 3, Is in allowance range? : True, -8.15
241221_201105-Tmap: avg_Velocity: 10m/s, # of api call: 4, Is in allowance range? : True, -10.316666666666666
241221_204152-kakao: avg_Velocity: 23m/s, # of api call: 3, Is in allowance range? : True, -11.4
241221_204152-Tmap: avg_Velocity: 23m/s, # of api call: 3, Is in allowance range? : True, -10.216666666666667
241221_211239-kakao: avg_Velocity: 16m/s, # of api call: 3, Is in allowance range? : True, -9.483333333333333
241221_211239-Tmap: avg_Velocity: 16m/s, # of api call: 3, Is in allowance range? : True, -11.983333333333333
241221_213515-kakao: avg_Velocity: 20m/s, # of api call: 3, Is in allowance range? : True, -10.283333333333333
241221_213515-Tmap: avg_Velocity: 20m/s, # of api call: 4, Is in allowance range? : True, -10.783333333333333
241221_212508-kakao: avg_Velocity: 11m/s, # of api call: 7, Is in allowance range? : True, -12.1
241221_212508-Tmap: avg_Velocity: 11m/s, # of api call: 7, Is in allowance range? : True, -11.016666666666667
241221_215543-kakao: avg_Velocity: 10m/s, # of api call: 5, Is in allowance range? : True, -12.1
241221_215543-Tmap: avg_Velocity: 10m/s, # of api call: 5, Is in allowance range? : True, -12.2
241221_223658-kakao: avg_Velocity: 14m/s, # of api call: 4, Is in allowance range? : True, -11.383333333333333
241221_223658-Tmap: avg_Velocity: 14m/s, # of api call: 4, Is in allowance range? : True, -10.85
241221_224546-kakao: avg_Velocity: 7m/s, # of api call: 4, Is in allowance range? : True, -6.516666666666667
241221_224546-Tmap: avg_Velocity: 7m/s, # of api call: 4, Is in allowance range? : True, -10.716666666666667
241221_225311-kakao: avg_Velocity: 9m/s, # of api call: 3, Is in allowance range? : True, -4.033333333333333
241221_225311-Tmap: avg_Velocity: 9m/s, # of api call: 3, Is in allowance range? : True, -8.716666666666667
241221_230842-kakao: avg_Velocity: 17m/s, # of api call: 3, Is in allowance range? : True, -9.416666666666666
241221_230842-Tmap: avg_Velocity: 17m/s, # of api call: 3, Is in allowance range? : True, -9.333333333333334
241221_234202-kakao: avg_Velocity: 21m/s, # of api call: 3, Is in allowance range? : True, -10.583333333333334
241221_234202-Tmap: avg_Velocity: 21m/s, # of api call: 2, Is in allowance range? : True, -12.15
241221_235303-kakao: avg_Velocity: 4m/s, # of api call: 3, Is in allowance range? : True, -12.45
241221_235303-Tmap: avg_Velocity: 4m/s, # of api call: 4, Is in allowance range? : True, -8.316666666666666
241221_235801-kakao: avg_Velocity: 2m/s, # of api call: 3, Is in allowance range? : True, -11.7
241221_235801-Tmap: avg_Velocity: 2m/s, # of api call: 3, Is in allowance range? : True, -8.783333333333333
241222_000600-kakao: avg_Velocity: 7m/s, # of api call: 5, Is in allowance range? : True, -10.7
241222_000600-Tmap: avg_Velocity: 7m/s, # of api call: 4, Is in allowance range? : True, -11.6
241222_003525-kakao: avg_Velocity: 23m/s, # of api call: 7, Is in allowance range? : True, -12.833333333333334
241222_003525-Tmap: avg_Velocity: 23m/s, # of api call: 9, Is in allowance range? : True, -8.683333333333334
241222_005443-kakao: avg_Velocity: 23m/s, # of api call: 3, Is in allowance range? : True, -12.833333333333334
241222_005443-Tmap: avg_Velocity: 23m/s, # of api call: 3, Is in allowance range? : True, -10.533333333333333
241222_005646-kakao: avg_Velocity: 8m/s, # of api call: 5, Is in allowance range? : True, -11.483333333333333
241222_005646-Tmap: avg_Velocity: 8m/s, # of api call: 5, Is in allowance range? : True, -12.416666666666666
241222_014709-kakao: avg_Velocity: 5m/s, # of api call: 4, Is in allowance range? : True, -10.283333333333333
241222_014709-Tmap: avg_Velocity: 5m/s, # of api call: 4, Is in allowance range? : True, -11.333333333333334
241222_014806-kakao: avg_Velocity: 15m/s, # of api call: 4, Is in allowance range? : True, -11.85
241222_014806-Tmap: avg_Velocity: 15m/s, # of api call: 3, Is in allowance range? : True, -11.966666666666667
241222_014302-kakao: avg_Velocity: 10m/s, # of api call: 7, Is in allowance range? : True, -11.4
241222_014302-Tmap: avg_Velocity: 10m/s, # of api call: 6, Is in allowance range? : True, -10.783333333333333
241222_015534-kakao: avg_Velocity: 14m/s, # of api call: 3, Is in allowance range? : True, -11.65
241222_015534-Tmap: avg_Velocity: 14m/s, # of api call: 3, Is in allowance range? : True, -9.733333333333333
241222_015615-kakao: avg_Velocity: 27m/s, # of api call: 2, Is in allowance range? : True, -12.1
241222_015615-Tmap: avg_Velocity: 27m/s, # of api call: 3, Is in allowance range? : True, -10.75
241222_024329-kakao: avg_Velocity: 6m/s, # of api call: 3, Is in allowance range? : True, -11.166666666666666
241222_024329-Tmap: avg_Velocity: 6m/s, # of api call: 4, Is in allowance range? : True, -9.166666666666666
241222_024836-kakao: avg_Velocity: 11m/s, # of api call: 3, Is in allowance range? : True, -11.216666666666667
241222_024836-Tmap: avg_Velocity: 11m/s, # of api call: 2, Is in allowance range? : True, -11.083333333333334
241222_024937-kakao: avg_Velocity: 3m/s, # of api call: 4, Is in allowance range? : True, -10.133333333333333
241222_024937-Tmap: avg_Velocity: 3m/s, # of api call: 4, Is in allowance range? : True, -10.766666666666667
241222_024430-kakao: avg_Velocity: 3m/s, # of api call: 11, Is in allowance range? : False, -14.266666666666667
241222_024430-Tmap: avg_Velocity: 3m/s, # of api call: 11, Is in allowance range? : True, -10.883333333333333
241222_033904-kakao: avg_Velocity: 20m/s, # of api call: 5, Is in allowance range? : True, -10.45
241222_033904-Tmap: avg_Velocity: 20m/s, # of api call: 5, Is in allowance range? : True, -9.883333333333333
241222_034158-kakao: avg_Velocity: 7m/s, # of api call: 5, Is in allowance range? : True, -12.316666666666666
241222_034158-Tmap: avg_Velocity: 7m/s, # of api call: 5, Is in allowance range? : True, -11.116666666666667
241222_034603-kakao: avg_Velocity: 15m/s, # of api call: 4, Is in allowance range? : True, -12.6
241222_034603-Tmap: avg_Velocity: 15m/s, # of api call: 5, Is in allowance range? : True, -11.266666666666667
241222_033953-kakao: avg_Velocity: 12m/s, # of api call: 10, Is in allowance range? : True, -10.366666666666667
241222_033953-Tmap: avg_Velocity: 12m/s, # of api call: 9, Is in allowance range? : True, -11.433333333333334
241222_040226-kakao: avg_Velocity: 9m/s, # of api call: 2, Is in allowance range? : True, -12.466666666666667
241222_040226-Tmap: avg_Velocity: 9m/s, # of api call: 3, Is in allowance range? : True, -11.8
241222_044129-kakao: avg_Velocity: 21m/s, # of api call: 4, Is in allowance range? : True, -11.683333333333334
241222_044129-Tmap: avg_Velocity: 21m/s, # of api call: 4, Is in allowance range? : True, -12.833333333333334
241222_044102-kakao: avg_Velocity: 10m/s, # of api call: 6, Is in allowance range? : True, -10.516666666666667
241222_044102-Tmap: avg_Velocity: 10m/s, # of api call: 6, Is in allowance range? : True, -12.133333333333333
241222_045123-kakao: avg_Velocity: 12m/s, # of api call: 4, Is in allowance range? : True, -10.283333333333333
241222_045123-Tmap: avg_Velocity: 12m/s, # of api call: 3, Is in allowance range? : True, -9.983333333333333
241222_045546-kakao: avg_Velocity: 1m/s, # of api call: 4, Is in allowance range? : True, -12.383333333333333
241222_045546-Tmap: avg_Velocity: 1m/s, # of api call: 4, Is in allowance range? : True, -10.566666666666666
241222_045437-kakao: avg_Velocity: 23m/s, # of api call: 5, Is in allowance range? : True, -10.8
241222_045437-Tmap: avg_Velocity: 23m/s, # of api call: 6, Is in allowance range? : True, -8.933333333333334
241222_053753-kakao: avg_Velocity: 24m/s, # of api call: 5, Is in allowance range? : True, -10.133333333333333
241222_053753-Tmap: avg_Velocity: 24m/s, # of api call: 4, Is in allowance range? : True, -10.533333333333333
241222_054714-kakao: avg_Velocity: 21m/s, # of api call: 4, Is in allowance range? : True, -10.566666666666666
241222_054714-Tmap: avg_Velocity: 21m/s, # of api call: 2, Is in allowance range? : True, -12.466666666666667
241222_054746-kakao: avg_Velocity: 20m/s, # of api call: 4, Is in allowance range? : True, -11.683333333333334
241222_054746-Tmap: avg_Velocity: 20m/s, # of api call: 5, Is in allowance range? : True, -8.65
241222_055209-kakao: avg_Velocity: 17m/s, # of api call: 5, Is in allowance range? : True, -10.766666666666667
241222_055209-Tmap: avg_Velocity: 17m/s, # of api call: 4, Is in allowance range? : True, -11.816666666666666
241222_060000-kakao: avg_Velocity: 22m/s, # of api call: 3, Is in allowance range? : True, -11.366666666666667
241222_060000-Tmap: avg_Velocity: 22m/s, # of api call: 2, Is in allowance range? : True, -12.016666666666667
241222_060000-kakao: avg_Velocity: 9m/s, # of api call: 3, Is in allowance range? : True, -11.433333333333334
241222_060000-Tmap: avg_Velocity: 9m/s, # of api call: 4, Is in allowance range? : True, -7.316666666666666
241222_060318-kakao: avg_Velocity: 29m/s, # of api call: 4, Is in allowance range? : True, -11.483333333333333
241222_060318-Tmap: avg_Velocity: 29m/s, # of api call: 4, Is in allowance range? : True, -9.416666666666666
241222_055706-kakao: avg_Velocity: 16m/s, # of api call: 6, Is in allowance range? : True, -9.35
241222_055706-Tmap: avg_Velocity: 16m/s, # of api call: 5, Is in allowance range? : True, -12.15
241222_060144-kakao: avg_Velocity: 16m/s, # of api call: 5, Is in allowance range? : True, -11.183333333333334
241222_060144-Tmap: avg_Velocity: 16m/s, # of api call: 5, Is in allowance range? : True, -7.183333333333334
241222_060941-kakao: avg_Velocity: 6m/s, # of api call: 4, Is in allowance range? : True, -11.866666666666667
241222_060941-Tmap: avg_Velocity: 6m/s, # of api call: 4, Is in allowance range? : True, -10.45
241222_061330-kakao: avg_Velocity: 5m/s, # of api call: 3, Is in allowance range? : True, -12.116666666666667
241222_061330-Tmap: avg_Velocity: 5m/s, # of api call: 3, Is in allowance range? : True, -12.483333333333333
241222_060831-kakao: avg_Velocity: 5m/s, # of api call: 5, Is in allowance range? : True, -9.9
241222_060831-Tmap: avg_Velocity: 5m/s, # of api call: 5, Is in allowance range? : True, -9.816666666666666
241222_060000-kakao: avg_Velocity: 30m/s, # of api call: 5, Is in allowance range? : True, -9.483333333333333
241222_060000-Tmap: avg_Velocity: 30m/s, # of api call: 8, Is in allowance range? : True, -8.8
241222_061654-kakao: avg_Velocity: 6m/s, # of api call: 4, Is in allowance range? : True, -9.783333333333333
241222_061654-Tmap: avg_Velocity: 6m/s, # of api call: 3, Is in allowance range? : True, -12.133333333333333
241222_061608-kakao: avg_Velocity: 24m/s, # of api call: 5, Is in allowance range? : True, -11.3
241222_061608-Tmap: avg_Velocity: 24m/s, # of api call: 5, Is in allowance range? : True, -11.35
241222_062313-kakao: avg_Velocity: 10m/s, # of api call: 3, Is in allowance range? : True, -11.883333333333333
241222_062313-Tmap: avg_Velocity: 10m/s, # of api call: 3, Is in allowance range? : True, -11.266666666666667
241222_062114-kakao: avg_Velocity: 2m/s, # of api call: 5, Is in allowance range? : True, -11.366666666666667
241222_062114-Tmap: avg_Velocity: 2m/s, # of api call: 5, Is in allowance range? : True, -11.95
241222_061809-kakao: avg_Velocity: 3m/s, # of api call: 6, Is in allowance range? : True, -10.766666666666667
241222_061809-Tmap: avg_Velocity: 3m/s, # of api call: 6, Is in allowance range? : True, -6.216666666666667
241222_061117-kakao: avg_Velocity: 22m/s, # of api call: 5, Is in allowance range? : True, -10.45
241222_061117-Tmap: avg_Velocity: 22m/s, # of api call: 5, Is in allowance range? : True, -9.65
241222_063333-kakao: avg_Velocity: 21m/s, # of api call: 3, Is in allowance range? : True, -12.2
241222_063333-Tmap: avg_Velocity: 21m/s, # of api call: 3, Is in allowance range? : True, -11.783333333333333
241222_062636-kakao: avg_Velocity: 10m/s, # of api call: 3, Is in allowance range? : True, -12.433333333333334
241222_062636-Tmap: avg_Velocity: 10m/s, # of api call: 3, Is in allowance range? : True, -10.6
241222_062539-kakao: avg_Velocity: 12m/s, # of api call: 5, Is in allowance range? : True, -12.816666666666666
241222_062539-Tmap: avg_Velocity: 12m/s, # of api call: 5, Is in allowance range? : True, -12.583333333333334
241222_063046-kakao: avg_Velocity: 20m/s, # of api call: 4, Is in allowance range? : True, -12.233333333333333
241222_063046-Tmap: avg_Velocity: 20m/s, # of api call: 4, Is in allowance range? : True, -9.5
241222_063711-kakao: avg_Velocity: 9m/s, # of api call: 3, Is in allowance range? : True, -11.933333333333334
241222_063711-Tmap: avg_Velocity: 9m/s, # of api call: 2, Is in allowance range? : True, -12.55
241222_063706-kakao: avg_Velocity: 23m/s, # of api call: 5, Is in allowance range? : True, -12.35
241222_063706-Tmap: avg_Velocity: 23m/s, # of api call: 5, Is in allowance range? : True, -10.366666666666667
241222_064032-kakao: avg_Velocity: 15m/s, # of api call: 3, Is in allowance range? : True, -12.216666666666667
241222_064032-Tmap: avg_Velocity: 15m/s, # of api call: 4, Is in allowance range? : True, -9.45
241222_063658-kakao: avg_Velocity: 5m/s, # of api call: 6, Is in allowance range? : True, -10.7
241222_063658-Tmap: avg_Velocity: 5m/s, # of api call: 5, Is in allowance range? : True, -12.75
241222_064933-kakao: avg_Velocity: 6m/s, # of api call: 2, Is in allowance range? : True, -11.133333333333333
241222_064933-Tmap: avg_Velocity: 6m/s, # of api call: 2, Is in allowance range? : True, -12.15
241222_063040-kakao: avg_Velocity: 27m/s, # of api call: 6, Is in allowance range? : True, -10.033333333333333
241222_063040-Tmap: avg_Velocity: 27m/s, # of api call: 7, Is in allowance range? : True, -12.3
241222_063702-kakao: avg_Velocity: 27m/s, # of api call: 7, Is in allowance range? : True, -10.15
241222_063702-Tmap: avg_Velocity: 27m/s, # of api call: 8, Is in allowance range? : True, -11.616666666666667
241222_064953-kakao: avg_Velocity: 11m/s, # of api call: 7, Is in allowance range? : True, -12.216666666666667
241222_064953-Tmap: avg_Velocity: 11m/s, # of api call: 7, Is in allowance range? : True, -10.833333333333334
241222_065327-kakao: avg_Velocity: 7m/s, # of api call: 6, Is in allowance range? : True, -11.416666666666666
241222_065327-Tmap: avg_Velocity: 7m/s, # of api call: 6, Is in allowance range? : True, -12.516666666666667
241222_064637-kakao: avg_Velocity: 11m/s, # of api call: 5, Is in allowance range? : True, -10.466666666666667
241222_064637-Tmap: avg_Velocity: 11m/s, # of api call: 6, Is in allowance range? : True, -11.633333333333333
241222_065721-kakao: avg_Velocity: 22m/s, # of api call: 5, Is in allowance range? : True, -9.683333333333334
241222_065721-Tmap: avg_Velocity: 22m/s, # of api call: 4, Is in allowance range? : True, -9.833333333333334
241222_070559-kakao: avg_Velocity: 22m/s, # of api call: 3, Is in allowance range? : True, -12.833333333333334
241222_070559-Tmap: avg_Velocity: 22m/s, # of api call: 4, Is in allowance range? : True, -10.566666666666666
241222_064759-kakao: avg_Velocity: 13m/s, # of api call: 8, Is in allowance range? : True, -11.15
241222_064759-Tmap: avg_Velocity: 13m/s, # of api call: 8, Is in allowance range? : True, -5.05
241222_070608-kakao: avg_Velocity: 15m/s, # of api call: 5, Is in allowance range? : True, -10.583333333333334
241222_070608-Tmap: avg_Velocity: 15m/s, # of api call: 5, Is in allowance range? : True, -10.55
241222_070656-kakao: avg_Velocity: 17m/s, # of api call: 4, Is in allowance range? : True, -8.666666666666666
241222_070656-Tmap: avg_Velocity: 17m/s, # of api call: 4, Is in allowance range? : True, -12.166666666666666
241222_070527-kakao: avg_Velocity: 18m/s, # of api call: 6, Is in allowance range? : True, -10.116666666666667
241222_070527-Tmap: avg_Velocity: 18m/s, # of api call: 4, Is in allowance range? : True, -11.35
241222_071450-kakao: avg_Velocity: 4m/s, # of api call: 2, Is in allowance range? : True, -11.4
241222_071450-Tmap: avg_Velocity: 4m/s, # of api call: 3, Is in allowance range? : True, -10.283333333333333
241222_085514-kakao: avg_Velocity: 262m/s, # of api call: 2, Is in allowance range? : True, -10.166666666666666
241222_085514-Tmap: avg_Velocity: 262m/s, # of api call: 2, Is in allowance range? : True, -11.383333333333333
241222_161219-kakao: avg_Velocity: 19m/s, # of api call: 11, Is in allowance range? : True, -11.666666666666666
241222_161219-Tmap: avg_Velocity: 19m/s, # of api call: 22, Is in allowance range? : True, -9.983333333333333
241222_171802-kakao: avg_Velocity: 5m/s, # of api call: 2, # of new episodes: 0, Is in allowance range? : True, -12.183333333333334
241222_171802-Tmap: avg_Velocity: 5m/s, # of api call: 2, # of new episodes: 0, Is in allowance range? : True, -10.833333333333334
241222_175914-kakao: avg_Velocity: 5m/s, # of api call: 2, # of new episodes: 0, Is in allowance range? : True, -12.366666666666667
241222_175914-Tmap: avg_Velocity: 5m/s, # of api call: 3, # of new episodes: 0, Is in allowance range? : True, -8.3
241222_175914-kakao: avg_Velocity: 7m/s, # of api call: 3, # of new episodes: 0, Is in allowance range? : True, -8.316666666666666
241222_175914-Tmap: avg_Velocity: 7m/s, # of api call: 3, # of new episodes: 0, Is in allowance range? : True, -11.85
241222_180012-kakao: avg_Velocity: 10m/s, # of api call: 4, # of new episodes: 1, Is in allowance range? : True, -12.333333333333334
241222_180012-Tmap: avg_Velocity: 10m/s, # of api call: 6, # of new episodes: 2, Is in allowance range? : True, -2.5166666666666666
241222_175914-kakao: avg_Velocity: 12m/s, # of api call: 3, # of new episodes: 0, Is in allowance range? : True, -5.15
241222_175914-Tmap: avg_Velocity: 12m/s, # of api call: 3, # of new episodes: 0, Is in allowance range? : True, -12.7
241222_175914-kakao: avg_Velocity: 20m/s, # of api call: 3, # of new episodes: 0, Is in allowance range? : True, -5.066666666666666
241222_175914-Tmap: avg_Velocity: 20m/s, # of api call: 4, # of new episodes: 0, Is in allowance range? : True, -10.333333333333334
241222_175917-kakao: avg_Velocity: 5m/s, # of api call: 3, # of new episodes: 0, Is in allowance range? : True, -11.033333333333333
241222_175917-Tmap: avg_Velocity: 5m/s, # of api call: 4, # of new episodes: 0, Is in allowance range? : True, -10.7
241222_180017-kakao: avg_Velocity: 7m/s, # of api call: 12, # of new episodes: 5, Is in allowance range? : True, -5.816666666666666
241222_180017-Tmap: avg_Velocity: 7m/s, # of api call: 10, # of new episodes: 4, Is in allowance range? : True, -5.9
241222_181222-kakao: avg_Velocity: 18m/s, # of api call: 19, # of new episodes: 12, Is in allowance range? : True, -10.083333333333334
241222_181222-Tmap: avg_Velocity: 18m/s, # of api call: 17, # of new episodes: 10, Is in allowance range? : True, -11.216666666666667
